"KontoID","Konto","Naziv","RokPlacanja"
"650","208","Ostala novCana sredstva","0"
"651","2080","Sudski depoziti","0"
"652","2081","Plemeniti metali","0"
"653","2082","Predmeti od plemenitih metala","0"
"658","2088","Ostala novCana sredstva","0"
"659","2089","Ostala novCana sredstva - prelazni konto","0"
"2986","209","OroCena novCana sredstva","0"
"660","21","POTRAZIVANJA OD PRODAJE","0"
"661","210","Kupci - povezana prvna lica (iz grupe za konsolidaciju)","0"
"668","211","Kupci u zemlji","0"
"669","2110","PotraZivanja od kupaca u zemlji za prodate proizvode","0"
"2343","211002","T.R.  ALISA Mostar","21"
"2344","211003","TC TULIC doo - Konjic","21"
"2347","211006","ADIN STR - Konjic","0"
"2349","211008","PRIMA INTER - Travnik","0"
"2352","211011","GERBER doo - Bugojno","0"
"2580","211015","RADOVINA JKP - G.Vakuf Uskoplje","0"
"2578","211016","OKI doo - Bugojno","7"
"2584","211017","2 BUTUROVIC  STR - OstroZac","0"
"2358","211019","METALIJA INVEST - Jajce","0"
"2608","211020","VELID KONJIC","0"
"2610","211021","ZELJO - Konjic","0"
"2359","211022","AZRA - Jablanica","0"
"2521","211024","TWIST - Jablanica","0"
"2712","211026","VILA doo - Jablanica","0"
"2360","211028","NINA 2 TR - Jablanica","21"
"2626","211030","DADIC - PROMET - Bugojno","0"
"2361","211032","DUGA - Mostar","0"
"4091","211033","Mesnica K&H G. Vakuf - Uskoplje","7"
"2362","211035","PiM COMPANY doo - Mostar","21"
"2503","211038","VOLODER-COMMERC doo - Mostar","21"
"2363","211041","SANEX - Konjic","0"
"2364","211043","TR GRANAP Gornji Vakuf-Uskoplje","0"
"2365","211045","ELA Pekara Bugojno","0"
"2366","211046","NERETVA - Konjic","0"
"2367","211048","OBLO COMMERCE doo - Konjic","21"
"2368","211049","OMAR - Konjic","0"
"4111","211050","KONOBA DZADA JABLANICA","0"
"4112","211054","DJECIJI VRTIC ""ZVONCIC""","0"
"2379","211068","KLAS dd - Sarajevo","21"
"2380","211069","GOLD PROMEX doo - Novi Travnik","21"
"2383","211077","SEMI - Travnik","0"
"2384","211078","BEST doo - Travnik","30"
"4119","211079","STR BONITA 3 - Prozor","0"
"2387","211083","NUR-EXPORT - Bugojno","0"
"2388","211084","BH MILCH - Sarajevo","21"
"3764","211088","TR ESO - Mostar","0"
"2389","211093","LAMELE doo - Bugojno","0"
"2676","211094","DAJANA STR - Jablanica","0"
"2499","211096","STR Tajma - Mostar","0"
"2390","211097","TRADE - Konjic","0"
"2391","211098","AJLA - Travnik","0"
"2392","211099","EMINA - Konjic","0"
"4085","211101","GEMEX- Sarajevo","7"
"2615","211102","ADELA doo - Jablanica","0"
"2393","211104","BESIC - Konjic","0"
"2394","211107","EKOR KOMERC doo - Zenica","21"
"2397","211112","RUDNIK UGLJA GRACANICA doo - G.Vakuf Uskoplje","0"
"3540","211114","Diskont VRBAS - Gornji Vakuf Uskoplje","0"
"2666","211115","DENI STR - Konjic","0"
"2502","211116","CENTRAL  PROM doo - Konjic","21"
"2627","211118","MINI-MAL STR - Jablanica","0"
"2405","211119","SEFER TREID doo - Jablanica","21"
"2406","211120","STR PRENJ - Jablanica","0"
"2522","211121","ROBOPROM - Jablanica","0"
"2416","211122","DZESSIH doo - Bugojno","0"
"2417","211123","BANINI STR - Mostar","0"
"2701","211124","MOST-CO doo - Mostar","21"
"2418","211126","AS - MO - Mostar","0"
"2693","211128","MAX STR - Mostar","0"
"3406","211129","IZOTEHNIKA Export import - Potoci","0"
"4082","211130","PROMING DOO- BUGOJNO","0"
"2423","211135","Vel. TRGOM doo - Mostar","0"
"2424","211136","MERCI TR - Mostar","0"
"2556","211138","LADAN - Jajce","0"
"2438","211141","SERVIS STR - Travnik","21"
"2425","211148","STARI MOST STR - Konjic","0"
"2426","211149","SAJONARA STR - Konjic","0"
"2728","211150","BUMEJ BUGOJNO","0"
"2867","211151","POUGARKA doo - Jajce","0"
"2439","211152","NADIN TR - Mostar","0"
"2427","211153","BAJRIC doo - Bugojno","21"
"2428","211154","PALOC doo - G.Vakuf Uskoplje","21"
"2429","211155","EKO- ELI - Mostar","0"
"2430","211156","MEGACO doo - Mostar","0"
"2431","211157","DC KONJIC dd - Konjic","0"
"2692","211158","KONJIC PROMET - Konjic","0"
"3662","211160","TR DISKONT - Jablanica","0"
"2432","211161","JATA STR - Bugojno","0"
"2433","211163","CENTAR STR - Gornji Vakuf-Uskoplje","0"
"2434","211164","KURTIC COMERC - Konjic","0"
"3715","211167","STR POINT - Mostar","0"
"2436","211168","MARKETI AS TR - Mostar","0"
"2437","211169","BIG TRADE - Novi Travnik","0"
"2555","211170","PERVAN COMMERCE doo - Konjic","21"
"2398","211173","LEJLA - Mostar","0"
"2399","211174","AMRA - AM - Mostar","0"
"2401","211176","TARE - Konjic","0"
"2440","211178","BENID doo - Sarajevo","0"
"2656","211181","GANIBEGOVIC doo - Jajce","0"
"3737","211182","HERCEGOVINAPROMET doo - Mostar","21"
"2442","211186","TRESNJO COMERC - Konjic","0"
"2444","211189","DOTLO- PROMET - Novi Travnik","0"
"2446","211191","RESTORAN FONTANA - Jajce","0"
"2854","211192","BAZAR STR - Donji Vakuf","0"
"2447","211195","HALILOVIC - Konjic","0"
"2448","211197","LILJAN - Konjic","0"
"2450","211201","2 TRAVNICKI SIR - Travnik","0"
"2557","211202","PANDA STR - Jablanica","0"
"2667","211209","LAMIJA STR - Konjic","0"
"2454","211210","JKP VODOVOD I KANALIZACIJA - G.Vakuf Uskoplje","0"
"2460","211217","CEVABDZINICA REMI - G.Vakuf Uskoplje","0"
"2461","211220","AGROMAX doo - Bugojno","0"
"2775","211221","MONDO COMERC - Sarajevo","0"
"2462","211222","AGRO-VOCE doo - Donji Vakuf","15"
"2463","211227","PICERIJA FENIKS - Gornji Vakuf Uskoplje","0"
"2465","211228","PC GRUDA doo - G.Vakuf Uskoplje","21"
"2859","211230","MIMS doo - Sarajevo","0"
"2466","211231","KONZUM doo - Sarajevo","45"
"2467","211232","ALMINA STR - Sarajevo","0"
"2468","211233","MEGA MARKT doo- Mostar( Zalik )","21"
"2477","211237","SARAJEVO OSIGURANJE - Sarajevo","0"
"2476","211242","ZORLI doo - Sarajevo","0"
"2478","211249","SILVER OST doo - Donji Vakuf","0"
"2479","211250","VINOJUG doo - Sarajevo","0"
"2480","211252","NIKO doo - Jajce","0"
"2481","211253","ELCI IBRAHIM-PASINA MEDRESA - Travnik","0"
"2482","211254","VPS doo - Sarajevo","0"
"2710","211255","BUCKO PROM - G.Vakuf Uskoplje","0"
"3939","211256","T.R.  S-PROMET","21"
"2486","211257","DOM ZA STARA I IZNEMOGLA LICA JU - Jablanica","21"
"2485","211258","TOCK PROMET doo - Novi Travnik","21"
"2371","211263","FIS doo - Vitez","30"
"2372","211264","TOMASEVIC doo - IstoCno Sarajevo","0"
"2373","211266","DISKONT KVESIC -  Gornji Vakuf Uskoplje","0"
"2375","211268","Pharam Product doo","0"
"2376","211269","AMKO COMERC - Sarajevo","0"
"2377","211271","BENEDY doo - Travnik","0"
"2413","211274","MINISTARSTVO ODBRANE BIH - Sarajevo","60"
"3669","211275","STR SELVIC - Jajce","0"
"2378","211276","MR HAJRA - Gornji Vakuf","0"
"2408","211284","ZENELA TREID - Zenica","0"
"2409","211285","DRVOPROMET doo - Sarajevo","30"
"2402","211286","SARAJ MILK - Maglaj","0"
"2403","211287","VOCEPROMET doo - Jablanica","21"
"2412","211288","BETA doo - Sarajevo","0"
"3885","211289","SARAJ-MILK doo Maglaj","0"
"2407","211291","ASIMA STR - Sarajevo","0"
"2410","211292","ISIC TR - Mostar","0"
"2411","211293","ZLATNA PALMA - Sarajevo","0"
"2836","211294","JU OS GORNJI VAKUF - G.Vakuf Uskoplje","0"
"2842","211295","BLUE SKAY STR - TeSanj","0"
"2414","211296","MOREA doo - Kiseljak","21"
"2415","211297","MARKOVIC doo - Kiseljak","21"
"2456","211299","TOM-PROM - Kupres","0"
"2585","211300","MLINPEK ZITAR doo - Jajce","21"
"2457","211301","ROBOT GENERAL doo - Sarajevo","45"
"2523","211303","SAJRA - Vinac","0"
"2786","211304","TIM STR - BusovaCa","0"
"2458","211305","DISKONT BILILO - G.Vakuf Uskoplje","0"
"2459","211307","JUBILO doo - Sarajevo","0"
"2472","211308","TP MARKETI dd - Sarajevo","30"
"2473","211309","PEKARA E. B. doo - Jajce","0"
"2487","211310","TROPIC MALOPRODAJA doo - Banja Luka","65"
"2488","211311","ARMEX doo - Mostar","0"
"2489","211312","SLATKI MARKETI - Sarajevo","0"
"2490","211314","MARKETI - M - Visoko","0"
"2492","211315","ARIZONA CENTAR doo - Novi Travnik","21"
"2491","211316","OSKAR doo - Novi Travnik","0"
"2493","211318","VRBAS PROMET - Torlakovac","21"
"2811","211319","S-M STR - Visoko","0"
"2494","211320","BIG - TRADE - Novi Travnik","0"
"2495","211321","CITRON - Stara Bila","0"
"2620","211322","Pekara HUJDUR - Jablanica","0"
"2609","211323","MINI - MARKET - Travnik","0"
"2496","211324","EUROMIG doo - IlidZa","0"
"2497","211325","TR SAMI - Mostar","0"
"2498","211326","AQUA - Jablanica","0"
"2579","211331","DANANOVIC - Bugojno","0"
"2639","211334","AMI ASCINICA - Gornji Vakuf Uskoplje","0"
"3467","211335","BARICA M. MIHRETA","0"
"2655","211340","CAGO KOMERC doo - Zenica","21"
"2669","211341","NECKO - Bugojno","0"
"2678","211342","AGRICOM doo - Sarajevo","0"
"2683","211343","DUCAN STR - Mostar","0"
"2690","211344","GADZO-COMERC doo - Sarajevo","21"
"2691","211345","MLJEKARA SZR - Sipovo","0"
"2700","211346","AMELA TR - Konjic","0"
"2782","211347","TEZGA STR - Sarajevo","0"
"2785","211348","BP DEMIROVIC - Jablanica","0"
"2702","211350","STARA BILA - Vitez","0"
"2703","211351","VEDROMIX 2 doo - Donji Vakuf","0"
"2705","211352","PEKARA LAMPUNT - Vitez","0"
"2711","211354","PLANJAX doo - Bobare","0"
"2713","211355","ERMIN STR - Visoko","0"
"2714","211356","NEJ COMERC doo - Bugojno","0"
"2722","211359","SPICO - PROM - Udurlije","0"
"2757","211360","E.B PEKARA doo Jajce - Bugojno","0"
"2756","211369","TREN STR - Donji Vakuf","0"
"2758","211370","DINA STR - Mostar","0"
"2760","211371","MEHR TR - Jablanica","0"
"2761","211372","ISMAIL TRANS doo - Jajce","0"
"2765","211373","ANIMO STR - Rama","0"
"2771","211374","VITALES doo - Travnik","21"
"2776","211375","TELETOVIC doo - Jablanica","0"
"2781","211376","DEBA STR - Vinac","0"
"2795","211378","DINO TR - Mostar","0"
"2799","211379","PROMILK ZEMLJORADNICKA ZADRUGA - SCipe","0"
"2802","211380","WORLD - TRADE d.o.o. - OstroZac","0"
"2803","211381","MERKANT doo - Visoko","0"
"2807","211382","JAZZ TR - Donji Vakuf","0"
"2809","211383","MEHACI STR - Donji Vakuf","0"
"2808","211384","AM KOMERC CONSUL doo - Bugojno","0"
"2816","211385","BISTRICA TR - Gornji Vakuf Uskoplje","0"
"2810","211386","HAKO STR - Vinac","0"
"2818","211387","B-SUPERMARKET STR - Bugojno","0"
"2817","211388","E.R.DERVIC doo - Turbe","21"
"2835","211389","L.D. ROG - G.Vakuf-Uskoplje","0"
"2827","211390","MOTEL ALIBEY SUR - Bugojno","0"
"2828","211391","MIA TR - Mostar","0"
"2832","211392","SKELA doo - Jajce","0"
"2834","211393","ENO TR - Konjic","0"
"2840","211394","RAZNI KUPCI","0"
"2843","211396","HAS KOMERC doo - Zenica","21"
"2847","211399","NIZAM doo - Jajce","21"
"2850","211400","SAC SUR - Jablanica","21"
"2856","211402","NEFAM doo - Novi Travnik","0"
"2868","211405","CENTAR TR - Bugojno","0"
"2864","211406","AMRA STR - Bugojno","0"
"2869","211407","L-M-A SUR - Novi Travnik","21"
"2872","211408","ALEJA TR - Turbe","0"
"2871","211410","ZYBER doo - Donji Vakuf","0"
"2876","211411","IVCO Poljoprivredna apoteka - G.Vakuf Uskoplje","0"
"2888","211412","BANINI TR - Mostar","0"
"2885","211413","ETKO STR - Donji Vakuf","0"
"2886","211415","TIRON doo - Kakanj","21"
"2883","211416","VM TR - Konjic","0"
"2889","211418","BAJRIC doo - P.J. 10 - Cash & Carry","21"
"2896","211419","TIPPAS doo Mljekara - PosuSje","21"
"2901","211420","Farma svinja - vl. Marinko Barnjak - G. Vakuf Uskoplje","0"
"2902","211421","Fast food OS TURBE - Turbe","0"
"2904","211422","TR TARIK - Jablanica","0"
"3375","211423","TR MABENA - Donji Vakuf","0"
"2506","211427","DE-TO doo - Novi Travnik","0"
"3387","211428","KANTINA GAZIC doo - Bugojno","0"
"3385","211429","TELOPTIC doo - Sarajevo","0"
"3398","211430","EURO STING doo P.J. Dva Fenjera - Mostar","0"
"3399","211431","SARAJ KOMERC doo - Gornji Vakuf Uskoplje","21"
"3409","211433","EURO BUK doo Pekara - Bugojno","0"
"3412","211434","DruStvo za trgovinu i usluge ZEC doo - Bugojno","0"
"3414","211435","BINGO doo - Tuzla","60"
"3415","211436","UdruZenje (FAN CLUB) - Hasib Skoko (Poets-Esseyist-s-Novelists) - Sarajevo","0"
"3416","211437","DADA KONOBA SUR - Jablanica","0"
"3424","211438","OR Pekara ""PRINC"" - Bugojno","0"
"3425","211439","VUJEVIC COMPANY doo Vitez","0"
"2704","211440","MUME STR - Donji Vakuf","0"
"3428","211441","SLJIVO TR - Donji Vakuf","0"
"3436","211445","DINO STR - Jablanica","0"
"3435","211446","GTP BABIC doo - Jablanica","0"
"3439","211447","Pitara ""BUREK"" - Vitez","0"
"3441","211448","SUR ADELISA - Donji Vakuf","0"
"3440","211449","SUR ALMEDINA - Donji Vakuf","0"
"3386","211450","DELBOY doo - Zenica","0"
"3442","211451","Liga Muslimanskog svijeta u BiH - IlidZa","0"
"3443","211452","ASCINICA 9 - Donji vakuf","0"
"3444","211453","CevabDinica Egipat - Donji Vakuf","0"
"3447","211454","SUR Fast food MAROCO","0"
"3448","211455","STR EMINA - Gornji Vakuf Uskoplje","0"
"3450","211456","STR HAZA - Jablanica","0"
"3451","211457","STR ""M-D"" - BusovaCa","0"
"3452","211458","STR ""HIKME"" - KaCuni","0"
"3453","211459","TR ""SABA"" - Mostar","0"
"3454","211460","TR ""ENA"" - Konjic","0"
"3455","211461","STR SANELA - Jablanica","0"
"3456","211462","STR CLASIC - Mostar","0"
"3457","211463","STR ""TERZICI"" - Bugojno","0"
"3458","211464","VICKO doo - Mostar","0"
"3460","211465","STR ALMA - Jajce","0"
"3461","211466","SUR bistro ""GAMBIT"" - Bugojno","0"
"3463","211467","TR ""FEHA"" - Gornji Vakuf - Uskoplje","0"
"3466","211468","GOLD MIGNON doo - Sarajevo","60"
"3470","211469","TERMINALLE 37 doo - Jajce","0"
"3471","211470","CevabdZinica ""MD"" - Gornji Vakuf - Uskoplje","0"
"3472","211471","Pekara KALIBUNAR - Travnik","0"
"3475","211472","NUR buregdZinica - Jablanica","0"
"3479","211473","TR MAKI - Visoko","0"
"3480","211474","HADZIJA - Donji Vakuf","0"
"3481","211475","STR LINO - Bugojno","0"
"3484","211476","GRANAP - Prozor","0"
"3485","211477","SUR CevabdZinica SAHAT KULA - Donji Vakuf","0"
"3487","211478","STR MOND - Bugojno","0"
"3488","211479","EXIGO doo - Bugojno","0"
"3492","211480","TR DISKONT CENTAR - Gornji Vakuf - Uskoplje","0"
"3493","211481","TrZni centar UKRAS - Gornji Vakuf - Uskoplje","0"
"3495","211482","Robna KuCa EDO Kiseljak","0"
"3497","211483","TR VRSE - Gornji Vakuf - Uskoplje","0"
"3527","211485","NIN-G.Vakuf","0"
"3505","211486","NAHONAL-GAS d.o.o. Breza","10"
"3506","211487","Restoran KASTEL doo - Jajce","1"
"3507","211488","TR JASKO - Jajce","1"
"3508","211489","Supermarket TIM - BusovaCa","1"
"3509","211490","Pekara Jadran - Gornji Vakuf - Uskoplje","1"
"3510","211491","TR MINA - Jablanica","1"
"3511","211492","TR ADNAN - Kiseljak","1"
"3514","211493","SKAFA doo - Sarajevo","45"
"3512","211494","STR BESIC - OstroZac","0"
"3513","211495","DUKAT - Donji Vakuf","0"
"3515","211496","TR LUKA - Konjic","0"
"3516","211497","FAREX doo - TeSanj","21"
"3517","211498","MANGO - Bugojno","0"
"3518","211499","TR BajiC - Konjic","0"
"3521","211500","STR AMILA - G.Vakuf-Uskoplje","0"
"3522","211501","DISKONT HS - Gornji Vakuf","21"
"3523","211502","Market AS-Mostar","0"
"3524","211503","TRGOCOMERC - Novi Travnik","0"
"3525","211504","STELA-TEKS - Sarajevo","10"
"3526","211505","SEDEF BOSNIA doo - Sarajevo","21"
"3528","211506","TR RAVNI KUK - Konjic","0"
"3529","211507","Pekara REAL-Bugojno","0"
"3530","211508","GRADSKA PEKARA - Prozor","0"
"3536","211509","BECAJ doo - Donji Vakuf","21"
"3537","211510","STR SUDOM - Vitez","7"
"3538","211511","MI-COMMERCE doo - Novi Travnik","0"
"3539","211512","LAND - Gornji Vakuf - Uskoplje","0"
"3541","211513","DOLCE PASSIONE doo - Sarajevo","0"
"3552","211516","SUR BurekdZinica PALMA - Bugojno","0"
"3555","211517","TR BEGOVIC - Donji Vakuf","0"
"3556","211518","ZZ LIVADA - Travnik","0"
"3571","211519","TR EDAL - Bugojno","0"
"3573","211520","ADS KOMERC Supermarket D - Kakanj","21"
"3572","211521","TR KEBO - Mostar","0"
"3576","211522","EKO FORMA doo - Bugojno","0"
"3578","211523","Pekara OGNJISTE - Visoko","0"
"3583","211524","H & A T.R. - Mostar","0"
"3584","211525","MIR-AL doo - Sarajevo","21"
"3585","211526","ZALIHIC doo - Mostar","0"
"3587","211527","BLOCK doo - Sarajevo","21"
"3598","211528","POWER STAR doo - Bugojno","0"
"3599","211529","TR AMEL - Bugojno","0"
"3600","211530","TR ZALIK - Mostar","0"
"3601","211531","ESO PROMET doo - Stolac","7"
"3602","211532","P.T.D. KONZUM HODZIC - Vitez","0"
"3603","211533","DISKONT JABLANICA - Jablanica","0"
"3604","211534","TR SOS MARKET - Sarajevo","0"
"3606","211535","MERKEZ OIL doo - Novi Travnik","0"
"3607","211536","TR MAK - Bugojno","0"
"3609","211537","Pekara PUTNIK - Jablanica","0"
"3610","211538","TR MARKET STARI GRAD - Konjic","0"
"3614","211539","EZ KACUNI doo - BusovaCa","0"
"3615","211540","BM BRICO - Bugojno","0"
"3616","211541","ASCinica SLATKO COSE - Gornji Vakuf Uskoplje","0"
"3617","211542","TR AJLA - Gornji Vakuf Uskoplje","0"
"3632","211543","ObrtniCka djelatnost MEJA - Bugojno","0"
"3633","211544","SUR BregdZinica ELDORADO-DZ - Novi Travnik","0"
"3635","211545","Trgovina MERSI - Jajce","0"
"3639","211546","STR DEMILA - Jablanica","0"
"3641","211547","MINISTARSTVO PRIVREDE SBK/KSB","0"
"3640","211548","TR BOSTAN - Konjic","0"
"3646","211549","GENEX M doo - Bugojno","0"
"3647","211550","BECAJ doo - Donji Vakuf","0"
"3649","211551","STR AJDINA - Bugojno","0"
"3655","211552","TR HALILOVIC - Konjic","0"
"3654","211553","PENNY PLUS doo - Sarajevo","30"
"3656","211554","ELMED doo - Banja Luka","0"
"3658","211555","AUTO BAZIK doo - Bugojno","0"
"3660","211556","TR KATUN - Travnik","0"
"3661","211557","OO RVI - Kiseljak","0"
"3663","211558","KurbegoviC Esad - Gornji Vakuf - Uskoplje","0"
"3664","211559","DENY PROM doo - Sarajevo","30"
"3666","211560","TR OPEN MARKET - Bugojno","0"
"3671","211561","ASCinica VEZIR - Travnik","0"
"3674","211562","STR JASKO - Jajce","0"
"3675","211563","GAMS doo - Zenica","21"
"3676","211564","ATOM Samoposluga - Bugojno","7"
"3679","211565","Mesnica TRAPO - Gornji Vakuf - Uskoplje","0"
"3683","211566","OLI doo - PosuSje","0"
"3685","211567","TR BEEN - Konjic","0"
"3695","211568","TR SOFTIC - Blagaj","0"
"3694","211569","TR BELMA - Mostar","0"
"3693","211570","SILVER doo - Mostar","0"
"3699","211571","TR MiA - Mostar","0"
"3700","211572","TR H i A - Mostar","0"
"3703","211573","Trgovina BAREVO - Jajce","0"
"3704","211574","ZALIHIC export-import doo - Mostar","0"
"3705","211575","STR HARIS - Novi Travnik","0"
"3706","211576","TR OGRADA - Mostar","0"
"3709","211577","STR AMELA - Mostar","0"
"3711","211578","BuregDinica SEVDAH - Donji Vakuf","0"
"3710","211579","STR BONITA - Jablanica","0"
"3713","211580","TR MINI-MARKET DIN - Visoko","0"
"3714","211581","TR IRRIS - Mostar","0"
"3717","211582","PPI GRADSKA PEKARA KONJIC dd - Konjic","21"
"3718","211583","ZZ PICOLO - Donji Vakuf","0"
"3734","211584","SUR fast food BALTAZAR - Sarajevo","0"
"3736","211585","BuregdZinica SAC - Jablanica","0"
"3738","211586","ADONIS-A-K doo - Mostar","0"
"3739","211587","Pizzeria-grill PACIFI - Jablanica","0"
"3743","211588","BUBA COMMERCE doo - Vitez","7"
"3748","211589","TR NIN - Gornji Vakuf","0"
"3752","211590","PTD KONZUM-HADZIC doo - Vitez","0"
"3754","211591","MARKET PIK 5 doo - Sarajevo","0"
"3755","211592","STR GRABEZ - Jajce","0"
"3757","211593","STR DONA - Travnik","0"
"3758","211594","Minimarket HANA - Bugojno","0"
"3760","211595","Pizzeria MLIN - G. Vakuf Uskoplje","0"
"3761","211596","TR DEDIC - Sarajevo","0"
"3763","211597","STR G.I.P.I. - Citluk","0"
"3766","211598","TR MEGAMARKET - Mostar-Blagaj","21"
"3767","211599","TR VINAC - Jajce","0"
"3768","211600","GRAND 99 doo - Travnik","21"
"3770","211601","TR RED - Bugojno","0"
"3771","211602","JAFFA KOMERC EKSPORT-IMPORT doo","0"
"3772","211603","TR BOND - Bugojno","0"
"3774","211604","TR MINI MARKET - Jablanica","0"
"3778","211605","TR SB Market - IlidZa","7"
"3780","211606","TR Market Plus - Sarajevo","0"
"3781","211607","TR HS Market - Sarajevo","0"
"3782","211608","TR Eman - Sarajevo","0"
"3783","211609","TR SARSS - Sarajevo","0"
"3784","211610","TR Ajla - Sarajevo","0"
"3785","211611","TR Emina - Sarajevo","0"
"3786","211612","TR Simpli - Sarajevo","0"
"3787","211613","TR SaraC - Sarajevo","0"
"3788","211614","Aman An doo - Sarajevo","0"
"3789","211615","TR Birket Market - Sarajevo","0"
"3790","211616","Agronova doo - Sarajevo","15"
"3791","211617","SEFO doo - Sarajevo","7"
"3792","211618","STR Smart - Sarajevo","0"
"3793","211619","STR Mojmilo - Sarajevo","0"
"3794","211620","TR Dobrinja - Sarajevo","0"
"3795","211621","TR Moja trgovina - Sarajevo","0"
"3797","211622","SABILO doo - Sarajevo","0"
"3798","211623","TR ATOM - Bugojno","0"
"3799","211624","EKO PLOD doo - Sarajevo","7"
"3800","211625","FILOX doo - Sarajevo","2"
"3804","211626","S & A doo - GlamoC","0"
"3806","211628","BUTKOVIC-COMMERCE doo - GlamoC","0"
"3807","211629","STR HIT - GlamoC","0"
"3808","211630","TIMEX doo - GlamoC","0"
"3809","211631","STR MJESOVITA ROBA - Livno","0"
"3810","211632","STR ZM - Livno","0"
"3811","211633","TRIMS doo - Livno","0"
"3814","211635","Ugostiteljska radnja SUCO - Kiseljak","0"
"3818","211636","KurbegoviC Eniz - G.Vakuf Uskoplje","0"
"3820","211638","KaraDoz-begova medresa - Mostar","7"
"3822","211639","TR Rastoder - IlidZa","0"
"3824","211640","Silsila doo - Sarajevo","0"
"3825","211641","TR DINI - Sarajevo","0"
"3829","211642","TR BRIJESCE - Sarajevo","0"
"3830","211643","Pekara LJULJI Gornji Vakuf - Uskoplje","0"
"3831","211644","ANCI doo Travnik-Turbe","0"
"3833","211645","Market RMI - Sarajevo","0"
"3834","211646","TR Banana - Sarajevo","0"
"3835","211647","TR Bonita - Sarajevo","0"
"3836","211648","TR JAMM-KO - Jablanica","0"
"3837","211649","ASCinica DEMILA - Jablanica","0"
"3838","211650","ZgodiC - Commerce doo - Sarajevo","0"
"3839","211651","AD DeliC doo - Sarajevo","0"
"3840","211652","TR Centar - Sarajevo","0"
"3842","211653","TR BORIK - Donji Vakuf","0"
"3845","211654","TR Granap - Bugojno","0"
"3849","211655","MRKULIC COMPANY doo Sarajevo","0"
"3848","211656","KEBO TRANS doo - Mostar","0"
"3850","211657","GETINA doo Bugojno","0"
"3851","211658","STR BORIK - Donji Vakuf","0"
"3859","211659","SUR BOSNA - Donji Vakuf","0"
"3860","211660","CevabdZinica KOD MUJE - Travnik","0"
"3863","211661","GETINA doo - Donji Vakuf","0"
"3865","211662","TR ELMA - Bugojno","0"
"3868","211663","CevabdZinica KEVRO - G.Vakuf Uskoplje","0"
"3870","211664","STR CURIC - Mostar","0"
"3874","211665","DERVIC doo - Novi Travnik","0"
"3875","211666","Pekara DIJAMANT - Travnik","0"
"3876","211667","SUMAPLOD doo - Fojnica","0"
"3877","211668","BUDINO-KOMERC doo - Travnik","0"
"3881","211669","CevabdZinica SARAJLIC - Bugojno","0"
"3882","211670","T.R. SENI - Sarajevo","0"
"3887","211671","LaSva-Cs doo Kakanj","7"
"3889","211672","Pekara Centar doo","0"
"3892","211673","TR SLJIVO","0"
"3893","211674","TRGOVINSKO DRUSTVO NOVA TRGOVINA DOO KAKANJ","7"
"3897","211675","ASCINICA ""KORZO"" Bugojno","0"
"3898","211676","PEKARA 4A Bugojno","0"
"3903","211677","NINA EXPORT-IMPORT doo","0"
"3904","211678","STR CRNI Bugojno","0"
"3905","211679","MULK doo Jajce","7"
"3906","211680","TR MERIMA Bugojno","0"
"3909","211682","MM STANISIC doo","0"
"3911","211683","INTERCAMP doo","21"
"3912","211684","STR CRNI-X","0"
"3916","211685","Pekara KRUNA Bugojno","0"
"3917","211686","MM-COOP doo","7"
"3918","211687","TR ""DISKONT"" Jablanica","0"
"3919","211688","MILAGROS doo Gornji Vakuf","7"
"3920","211689","SUR CEVABDZINICA KOD ASKE Novi Travnik","0"
"3921","211690","TR TRAVNICKI SIR Travnik","0"
"3926","211691","GRANEM doo Sarajevo","0"
"4009","211694","REDEX doo, BanoviCi","7"
"3947","211696","STR TIHAK, GORNJI VAKUF","30"
"4010","211698","ABA doo, Travnik","21"
"3932","211699","TRADICIJA doo Donji Vakuf","0"
"676","211700","BRIST doo Gornji Vakuf-Uskoplje","8"
"3934","211701","CevabdZinica TENIC 2 Travnik","8"
"3933","211702","NEGRO CROWN doo","60"
"3940","211703","Agrocentar doo Gornji Vakuf","60"
"3938","211704","Demex Trade doo","21"
"3942","211705","SUR kantina ""VIS"" Bugojno","8"
"3949","211706","MALUS doo, Bugojno","30"
"3951","211707","STR VRANICA","21"
"3955","211709","TR RUSKO, Bugojno","7"
"3959","211710","TR BAGREM-M","7"
"3961","211711","STR PRUDI vl Sljivo Sedin, Jajce","7"
"3962","211712","MENDIJANA D.O.O","0"
"3964","211713","DZANANOVIC TRANSPORT druStvo za transport i usluge d.o.o. Zenica","30"
"3970","211715","Pekara VLASIC","0"
"3972","211716","MERCATOR BH Trgovina na veliko i malo d.o.o. Sarajevo","45"
"3981","211717","AMAX BMR doo, Sarajevo","30"
"3983","211718","SUR CevabdZinica KOD RAZE","7"
"3984","211719","TR AS, Karaula","7"
"3996","211720","FAREX doo DruStvo za trgovinu, proizvodnju, promet i usluge","7"
"3998","211721","STR Krivina, vl.Refik TuriC","7"
"4002","211722","Farma Svinja","0"
"4011","211723","BAPI doo, Vitez","21"
"4012","211724","TR NASER, Donji Vakuf","0"
"4020","211725","Meejb Farm","60"
"4021","211726","Razni Kupci","60"
"4023","211727","Pomino , Vitez","30"
"4027","211728","GETINA doo, Bugojno","0"
"4028","211729","TR MAX, Bugojno","0"
"4032","211730","BOSNAPLAST D.D. Bosanski Petrovac","0"
