"KontoID","Konto","Naziv","RokPlacanja"
"4039","211731","ESOF DruStvo za proizvodnju, promet, trgovinu i usluge doo, Donji Vakuf","7"
"4040","211732","TR MERJEM, Konjic","0"
"4042","211733","ZeniCka Industrija Mlijeka d.d. Zenica","0"
"4043","211734","VPC Atom doo, Sarajevo","0"
"4046","211735","S.O.R. Pekara AvdiC, Donji Vakuf","0"
"4053","211736","BalihodZiC Kasim, Donji Vakuf","0"
"4059","211737","TR Moj Market, Mostar","0"
"4060","211738","TR MARKET, Mostar CERNICA","0"
"4063","211739","Mlinpek Pekarnica, Jajce","0"
"4069","211741","Pekara Magistrala, Gornji Vakuf","0"
"4070","211742","CRVENA JABUKA MARKET doo, Jajce","0"
"4071","211743","VILA A doo, Jablanica","7"
"4073","211744","Fast-Food ""M"", Gornji Vakuf","0"
"4075","211745","BISTRO ""GAMMBIT"" Bugojno","0"
"4120","211746","ALPINA VLAKE","0"
"677","2118","PotraZivanja od ostalih prodaja kupcima u zemlji","0"
"678","2119","Sumnjiva i sporna potraZivanja od kupaca u zemlji","0"
"3564","2119432","Sumnjiva i sporna potraZivanja - Fondacija za obrazovanje, nauku, kulturu i sport - Sarajevo","0"
"3565","2119436","Sumnjiva i sporna potraZivanja - Fan klub Hasib Skoko - Sarajevo","0"
"679","212","Kupci u inostranstvu","0"
"3973","2120","PotraZivanja od kupaca u inostranstvu","0"
"3974","212001","MANSS GmbH Frischeservice","30"
"4003","212002","AGRO FOOD, Lebensmittel GmbH, Bahnhopflatz 4d, 85540 Haar","30"
"697","219","Ispravka vrijednosti potraZivanja od kupaca","0"
"698","2190","Ispravka vrijednosti potraZivanja od kupaca povezanih lica","0"
"699","2191","Ispravka vrijednosti potraZivanja od kupaca u zemlji","0"
"700","2192","Ispravka vrijednosti potraZivanja od kupaca u inostranstvu","0"
"703","2198","Ispravka vrijednosti ostalih potraZivanja o kupaca","0"
"704","22","POTRAZIVANJA IZ SPECIFICNIH POSLOVA","0"
"705","220","PotraZivanja od izvoznika","0"
"724","221","PotraZivanja po osnovu uvoza za tuDi raCun","0"
"732","222","PotraZivanja po osnovu konsignacione i komisione prodaje","0"
"741","223","PotraZivanja iz zajedniCkih poslova","0"
"776","228","Ostala potraZivanja iz specifiCnih poslova","0"
"789","229","Ispravka vrijednosti potraZivanja iz specifiCnih poslova","0"
"799","23","DRUGA KRATKOROCNA POTRAZIVANJA","0"
"800","230","PotraZivanja za kamatu i dividendu od povezanih pravnih lica","0"
"804","231","PotraZivanja za kamatu i dividendu od drugih subjekata","0"
"808","232","PotraZivanja od zaposolenika","0"
"3899","2320","Akontacija za sluZbena poutovanja u zemlji","0"
"3979","2321","Akontacija za sluZbena putovanja u inostranstvo","0"
"818","233","PotraZivanja od drZavnih organa i institucija","0"
"3858","23301","PotraZivanja od OpCine Donji Vakuf za volontere","0"
"3337","2331","PotraZivanja od premije, regresa, stimulacija, dotacije i sl. od drZavnih i drugih institucija","0"
"3419","2334","PotraZivanja od vanbudZ. fondova za refundacije naknada plaCa za vrijeme bolovanja i dr. prava zapos","0"
"827","234","PotraZivanja za viSe plaCeni porez na dobit","0"
"828","2340","PotraZivanja za viSe plaCeni porez na dobit","0"
"832","235","PotraZivanja za viSe plaCene ostale poreze i doprinose","0"
"851","238","Ostala kratkoroCna potraZivanja","0"
"4100","238001","PROBIOTIK","0"
"4101","238002","FARMA FAZLIBEGOVIC","0"
"4102","238003","OBRT RUSKO","0"
"4103","238004","MILKPROCESING","0"
"4104","238005","LEMIK COMMERC","0"
"4105","238006","ESSO PETROL","0"
"4106","238007","VIDEO PRINT","0"
"4107","238008","BIOL","0"
"4108","238009","KONJIC KARTONJ","0"
"4109","238010","MIN.POLJOPR.SBK","0"
"4110","238011","NOBEL CORPOR.","0"
"860","239","Ispravka vrijednosti drugih kratkoroCnih potraZivanja","0"
"870","24","KRAKOROCNI FINANSIJSKI PLASMANI","0"
"871","240","KratkoroCni krediti povezanim pravnim licima","0"
"881","241","KratkoroCni krediti dati u zemlji","0"
"4057","241001","Data pozajmica za Agrocentar doo","0"
"891","242","KratkoroCni krediti dati u inostranstvo","0"
"895","243","KratkoroCni dio dugoroCnih kredita","0"
"898","244","KratkoroCni dio dugoroCnih vrijednosnih papira","0"
"899","245","Finansijska sredstva namijenjena trgovanju","0"
"900","246","Druga finansijska sredstva oznaCena po fer vrijednosti","0"
"901","248","Ostali kratkoroCni finansijski plasmani","0"
"3643","2480","Udjeli u investicijske fondove BH MILCH","0"
"4047","2488","Ostali kratkoroCeni finansijski plasmani","0"
"902","249","Ispravka vrijednosti kratkoroCnih finansijskih plasmana","0"
"2812","27","POTRAZIVANJA ZA PDV - ODBITNI ULAZNI PDV","0"
"903","270","PDV u primljenim fakturama","0"
"2815","2700","PDV u primljenim fakturama za nabavku obrtnih sredstava i usluge","0"
"904","2701","PDV u primljenim fakturama za nabavku stalnih sredstava","0"
"905","2708","Ostali PDV primljen u fakturama","0"
"906","271","PDV plaCen pri uvozu dobara","0"
"907","2710","PDV plaCen pri uvozu obrtnih sredstava","0"
"908","2711","PDV plaCen pri uvozu stalnih sredstava","0"
"909","2718","Ostali PDV plaCen pri uvozu dobara","0"
"910","272","PDV sadrZan u datim avansima","0"
"3651","2720","PDV u datim avansima za nabavku obrtnih sredstava i usluga","0"
"911","273","PDV obraCunat na usluge stranih lica","0"
"915","274","PauSalni iznosi PDV-a isplaCeni poljorivrednicima","0"
"916","2740","PauSalni iznosi PDV-a isplaCeni poljoprivrednim proizvoDaCima za nabavku obrtnih sredstava i usluge","0"
"1334","275","Ulazni PDV uplaCen po posebnoj Semi","0"
"983","276","Ulazni PDV na koji joS nije steCeno pravo odbitka","0"
"3925","2760","Ulazni PDV za obrtna sredstva na koji nije steCeno pravo odbitka","0"
"1180","278","Druga potraZivanja iz osnova PDV-a","0"
"1377","279","PotraZivanja za razliku ulaznog poreza i obaveza za PDV","0"
"4026","2790","PotraZivanja za razliku ulaznog poreza i obaveza PDV","0"
"1200","28","AKTIVNA VREMENSKA RAZGRANICENJA","0"
"2987","280","Unaprijed plaCeni rashodi (za period do 12 mjeseci)","0"
"2988","2800","Unaprijed plaCeni troSkovi investicionog odrZavanja","0"
"2989","2801","Unaprijed plaCSena najamnina/zakupnina (operativni najam)","0"
"2990","2802","Unaprijed plaCeni troSkovi reklame, propagande, sajmova i sl.)","0"
"2991","2803","Unaprijed plaCeni troSkovi ogrjeva i energije","0"
"2992","2804","Unaprijed plaCeni troSkovi premije osiguranja imovine i lica","0"
"2993","2805","Unaprijed plaCeni troSkovi kamata narednog perioda","0"
"2994","2806","Unaprijed plaCeni troSkovi pretplata na sluZbena glasila i struCne Casopise","0"
"2995","2807","Unaprijed plaCeni troSkovi pripreme ulaska na nova trZiSta","0"
"2996","2808","Unaprijed plaCeni troSkovi ostali troSkovi (do 12 mjeseci)","0"
"2997","281","PotraZivanja za nefakturisani prihod","0"
"2998","2810","ObraCunati ostvareni prihod (kratkoroCno)","0"
"2999","2818","Ostali prihodi koji nisu fakturisani (kratkoroCno)","0"
"3000","282","RazgraniCeni troSkovi po osnovu obaveza","0"
"3001","2820","PlaCeni transakcioni troSkovi iz osnova primljenih kredita koji se vode po amortizovanoj vrijednosti","0"
"3002","283","Nerealizovani gubici od drZanja ulaganja u vrijednosne papire","0"
"3003","288","OdloZena porezna sredstva","0"
"3004","289","Ostala kratkoroCna razgraniCenja","0"
"3005","29","GUBITAK IZNAD VISINE KAPITALA","0"
"3006","290","Gubitak iznad visine kapitala","0"
"919","3","KAPITAL","0"
"929","30","OSNOVNI KAPITAL","0"
"2783","300","DioniCki kapital","0"
"1049","302","Udjeli Clanova druStva sa ograniCenom odgovornoSCu","0"
"3338","3020","Udjeli Clanova druStva sa ograniCenom odgovornoSCu","0"
"951","303","ZadruZni udjeli","0"
"1019","304","Ulozi","0"
"1237","309","Ostali osnovni kapital","0"
"1268","31","UPISANI NEUPLACENI KAPITAL","0"
"1111","310","Upisane neuplaCene dionica (dugovno stanje)","0"
"1149","312","Upisani neuplaCeni udjeli","0"
"1188","319","Ostali upisani neuplaCeni kapital","0"
"1069","32","REZERVE","0"
"1076","320","Emisiona premija","0"
"1183","321","Zakonske rezerve","0"
"1286","322","Statutarne u druge rezerve","0"
"1073","33","REVALORIZACIONE REZERVE I NEREALIZOVANI DOBICI I GUBICI","0"
"1272","330","Revalorizacione rezerve iz osnova revalorizacije stalnih sredstava","0"
"3339","3300","Revalorizacione rezerve","0"
"3465","3301","Revalorizacione rezerve po osnovu revalorizacije nekretnina","0"
"1119","331","Razlike nastale prevoDenjem finansijskih izvjeStaja u valutu prezentacije","0"
"2619","332","Neralizovani dobici iz osnova finansijskih sredstava raspoloZivih za prodaju","0"
"1113","333","Neralizovani gubici iz osnova finansijskih sredstava raspoloZivih za prodaju","0"
"1151","339","Ostale revalorizacione rezerve i nerealizovani dobici i gubici","0"
"1177","34","NERASPOREDENA DOBIT","0"
"1178","340","NerasporeDena dobit ranijih godina","0"
"3340","3400","NerasporeDena dobit ranijih godina","0"
"1214","341","NerasporeDena dobit izvjeStajne godine","0"
"3341","3410","NerasporeDena dobit izvjeStajne godine","0"
"1215","342","NerasporeDeni viSak prihoda ranijih godina","0"
"1222","343","NerasporeDeni viSak prihoda izvjeStajne godine","0"
"1239","35","GUBITAK DO VISINE KAPITALA","0"
"1282","350","Gubitak ranijih godina","0"
"1288","351","Gubitak izvjeStajne godine","0"
"1292","352","Nepokriveni viSak rashoda ranijih godina","0"
"1296","353","Nepokriveni viSak rashoda izvjeStajne godine","0"
"1320","36","OTKUPLJENE VLASTITE DIONICE I UDJELI","0"
"1323","360","Otkupljene vlastite dionice i udjeli","0"
"1304","4","OBAVEZE, REZERVISANJA I RAZGRANICENJA","0"
"1305","40","DUGOROCNA REZERVISANJA I ODLOZENE POREZNE OBAVEZE","0"
"1307","400","Rezervisanja za troSkove u garantnom roku","0"
"1313","401","Rezervisanja za troSkove obnavljanja prirodnih bogatstava","0"
"1317","402","Rezervisanja za zadrZane kaucije i depozite","0"
"1318","403","Rezervisanja za troSkove restrukturisanja","0"
"1319","404","Rezervisanja za naknade i beneficije zaposlenika","0"
"1324","405","Rezervisanja po zapoCetim sudskim sporovima","0"
"1326","406","Rezervisanja po Stetnim ugovorima","0"
"1325","407","Unaprijed naplaCeni i drugi odloZeni prihodi","0"
"1347","4073","OdloZeno priznavanje prihoda iz donacija i odloZeni prihodi","0"
"1329","408","OdloZene porezne obaveze","0"
"1342","409","Ostala dugoroCna rezervisanja i razgraniCenja","0"
"1327","41","DUGOROCNE OBAVEZE","0"
"1356","410","Obaveze koje se mogu konvertovati u kapital","0"
"1330","411","DugoroCjne obaveze prema povezanim pravnim licima","0"
"1331","412","Obaveze po emitovanim dugoroCnim vrijednosnim papirima","0"
"1357","413","DugoroCni krediti uzeti u zemlji","0"
"1328","4130","DugoroCni finansijski krediti od banaka u zemlji","0"
"3343","413002","PBS - dugoroCni kredit 03-2-KO-5818-2/10","0"
"3344","413003","INTESA SANPAOLO - dugoroCni kredit 4937/05","0"
"3548","413004","ZiraatBank - dugoroCni kredit","0"
"3681","413005","BBI - dugoroCni kredit","0"
"3832","413006","BBI dugoroCni kredit 2","0"
"3872","413007","ZiraatBank kredit dugoroCni 2","0"
"3922","413008","LIDER MIKOKREDITNA FONDACIJA dugoroCni kredit","0"
"4044","413009","DugoroCnji kredit Raiffeisen Bank 2700199140","3"
"3567","413401","BH MILCH - dugoroCni kredit","0"
"1363","414","DugoroCni krediti uzeti u inostranstvu","0"
"1332","415","DugoroCne obaveze po finansijskom lizingu u zemlji","0"
"2582","416","DugoroCne obaveze po finansijskom lizingu u inostranstvu","0"
"1348","417","DugoroCne obaveze po fer vrijednosti kroz raCun dobiti i gubitka","0"
"1410","419","Ostale dugoroCne obaveze","0"
"1333","42","KRATKOROCNE FINANSIJSKE OBAVEZE","0"
"1337","420","Obaveze prema povezanim pravnim licima","0"
"1354","4200","Obaveze po kratkoroCnim finansijskim kreditima i zajmovima od povezanih pravnih lica u zemlji","0"
"1338","421","Obaveze po emitovanim kratkoroCnim vrijednosnim papirima","0"
"1339","422","KratkoroCni krediti uzeti u zemlji","0"
"1350","4220","KratkoroCni krediti od banaka u zemlji","0"
"3345","422001","PBS - kratkoroCni revolving kredit 03-3-KO-3620/13","0"
"3491","422002","PBS - dozvoljeno prekoraCenje","0"
"3531","422003","PBS-KratkoroCni kredit 130982/2","0"
"3532","422004","PBS-KratkoroCni kredit 131043/2","0"
"3696","422005","BBI - kratkoroCni kredit","0"
"3735","422006","Vakufska banka - kratkoroCni kredit","0"
"3775","422007","Procredit - kratkoroCni kredit 1","0"
"3776","422008","Procredit - kratkoroCni kredit 2","0"
"3816","422009","BBI - kratkoroCni kreedit 006280","0"
"3878","422010","ZIRAAT OVERDRAFT","0"
"4014","422011","Raiffeisen Bank OVERDRAFT","0"
"3438","422201","LOK - kredit TR00543 13","0"
"1364","4224","KratkoroCni krediti i zajmovi od domaCih pravnih lica","0"
"3346","422401","BH MILCH - kratkoroCni zajam","0"
"3841","422402","MedZlis Islamsle zajednice G.Vakuf - pozajmica","0"
"3884","422409","Kredit za opremu-BH Telecom","0"
"3965","422410","Kredit za opremu BH Telecom-novi","24"
"3459","422501","KratkoroCna pozajmica - Zijada KurbegoviC","0"
"3670","422502","KratkoroCna pozajmica - ESAD KURBEGOVIC","0"
"3762","422503","KratkoroCna pozajmica - ENES KURBEGOVIC","0"
"3937","422504","KratkoroCna pozajmica Zijada KurbegoviC","0"
"3948","422505","KratkoroCna pozajmica Agrocentra  doo","365"
"3953","422506","kratkoroCna pozajmica Milagros","12"
"3958","422507","kratkoroCna pozajmica Agrocentar doo","60"
"3960","422508","KratkoroCna pozajmica Agrocentru za kooperante","60"
"3963","422509","KratkoroCna poz.dozv.prekoraCenja PBS","0"
"3968","422510","KratkoroCna pozajmica IBIBAS doo","0"
"4016","422511","kratkoroSna pozajmica Mirsada SiljkoviC","6"
"4029","422512","kratkoroCna pozajmica od Enes KurbegoviC nova","0"
"4049","422513","KratkoroCna pozajmica od Enes KurbegoviC 2","0"
"4052","422514","KratkoroSna pozajmica Enes KurbegoviC 2019","0"
"4055","422515","KratkoroCna pozajmica Enes KurbegoviC 2019.2","0"
"4056","422516","KratkoroCna pozajmica od Enes KurbegoviC 3","0"
"4062","422517","KratkoroCna pozajmica od Enes KurbegoviC 2019a","0"
"4065","422518","KratkoroCna pozajmica Enes KurbegoviC 28.02.","0"
"4086","422519","POZAJMNICA TIHAK ARNEL","0"
"1343","423","KratkoroCne krediti uzeti u inostranstvu","0"
"1346","424","KratkoroCni dio dugoroCnih kredita","0"
"3746","42431","KratkoroCni dio dugoroCnog kredita TURKISH","0"
"3827","42432","KratkoroCni dio dugoroCnog kredita BBI","0"
"3629","429","Ostale kratkoroCne finansijske obaveze","0"
"1362","43","OBAVEZE IZ POSLOVANJA","0"
"2518","430","Primljeni avansi, depoziti i kaucije","0"
"3890","4300","Primljeni avansi SUMAPLOD","0"
"1345","431","DobavljaCi - povezana pravna lica","0"
"1361","432","DobavljaCi u zemlji","0"
"3188","432000","KOOPERANTI - Obaveze za sirovo mlijeko","0"
"3990","4320001","Farma Sljivo vl. Elma Sljivo","30"
"4008","43200010","Farma BagariC, vl Tomislav BagariC","30"
"3991","4320002","P.O. DUBOVIK vl.Puljarga Tarik","30"
"3992","4320003","BAJRIC MILKOS vl.Zijad BajriC","30"
"3993","4320004","FARMA ALIC vl. Hajrudin AliC","30"
"3994","4320005","Farma FazlibegoviC vl. Sabahudin FazlibegoviC","30"
"3995","4320006","OBRT RUSKO vl.DurakoviC Rusko","30"
"3999","4320007","Meejb-Farm vl DurakoviC Mevlida","30"
"4000","4320008","Poljoprivreda BandiC vl Mato BandiC30","30"
"4001","4320009","Farma Javorak vl Jure MiliSiC","30"
"4031","4320010","Vrbas Milk, vl. BajriC Senad","0"
"4067","4320011","Mini Farma BektiC, vl. Versad BektiC","0"
"3189","432002","UNIVERZAL doo - G. Vakuf Uskoplje","0"
"3190","432003","SARAJEVO OSIGURANJE - Bugojno","8"
"3191","432004","IMPULS HEMIJA - LaktaSi","0"
"3192","432005","MLINPEK dd - Bugojno","0"
"3193","432006","JP RTV BUGOJNO doo - Bugojno","0"
"3194","432007","REMONT MERC doo - Bugojno","0"
"3195","432008","ELEKTRODISTRIBUCIJA dd - G. Vakuf Uskoplje","15"
"3196","432009","BH TELECOM dd - Travnik","30"
"3197","432011","JKP RADOVINA doo - G. Vakuf Uskoplje","0"
"3198","432013","SARAJ KOMERC - G. Vakuf Uskoplje","0"
"3199","432014","INGRUP doo - G. Vakuf Uskoplje","0"
"3200","432019","MILKPROCESSING doo - Sarajevo","15"
"3201","432020","LEMIC COMMERCE doo - Sarajevo","60"
"3202","432021","MONDO COMERC - Sarajevo","0"
"3203","432023","PROVEN doo - Sarajevo","30"
"3204","432024","AGRICOM doo - Sarajevo","14"
"3206","432026","SEMIKEM doo - Sarajevo","0"
"3207","432028","FENIKS - Travnik","0"
"3208","432029","VGT OSIGURANJE dd - Travnik","0"
"3210","432036","KOMORE BiH","0"
"3211","432037","BOSNAPLAST dd - Bosanski Petrovac","0"
"3212","432039","PBS BANKA dd - G. Vakuf Uskoplje","0"
"3213","432041","JU VETERINARSKA STANICA - G. Vakuf Uskoplje","0"
"3214","432042","FEB dd - Sarajevo","0"
"3215","432044","ELMED doo - Banja Luka","15"
"3216","432045","INTESA SANPAOLO BANKA dd - Sarajevo","0"
"3411","432046","MLADEN STR - Gornji Vakuf Uskoplje","0"
"3520","432047","Ferplast doo - Sarajevo","0"
"3217","432048","NAIL doo - Donji Vakuf","0"
"3218","432050","STAMPARIJA - Bugojno","0"
"3219","432051","BAJRIC doo - Bugojno","0"
"3220","432053","OPCINA GORNJI VAKUF USKOPLJE","0"
"3221","432054","EZ KACUNI doo - BusovaCa","0"
"3222","432055","OMORIKA P.E.T. doo - Doboj","0"
"3223","432057","ZAVOD ZA JAVNO ZDRAVSTVO - Travnik","0"
"3224","432058","PLASTEX doo - GraCanica","0"
"3225","432060","HBM VELEPRODAJA - Vitez","0"
"3226","432061","FORTUNA doo - Prozor Rama","0"
"3227","432063","JUMBO PET doo - LaktaSi","30"
"3228","432064","CAGO KOMERC doo - Zenica","0"
"3408","432066","VOCEPROMET Export Import doo - Jablanica","15"
"3230","432068","EUROMIG - IlidZa","0"
"3231","432069","MIDLLE POINT doo - Sarajevo","0"
"3232","432070","MIMS doo - Sarajevo","30"
"3233","432071","TELE-COM doo - G. Vakuf Uskoplje","15"
"3234","432073","MEGACO doo - Mostar","0"
"3235","432074","UNIONINVESTPLASTIKA dd - Sarajevo","30"
"3236","432077","AMKO KOMERC doo - Sarajevo","0"
"3237","432078","TEHNIKA doo - G. Vakuf Uskoplje","0"
"3238","432079","LORA doo - Sarajevo","0"
"3239","432081","KADUNIC doo - Bugojno","7"
"3240","432082","JKP VODOVOD I KANALIZACIJA doo - G. Vakuf Uskoplje","0"
"3242","432085","LIBER doo - Bugojno","0"
"3243","432086","EKO TRADE doo - Siroki Brijeg","0"
"3244","432088","PRIMUS COLOR doo - Kakanj","0"
"3245","432089","ALUPLAST INZINJERING doo - Bugojno","0"
"3246","432090","FIM doo - Sarajevo","10"
"3247","432091","ROBOT GENERAL doo - Sarajevo","14"
"3248","432095","FIS doo - Vitez","0"
"3249","432096","SIDZIS-5B doo - IlidZa","30"
"3867","432098","UKRAS doo - Vitez","0"
"3250","432100","TOCK PROMET doo - Novi Travnik","0"
"3251","432101","BH MILCH - Sarajevo","15"
"3252","432102","SGD SUME SREDISNJE BOSNE doo - Donji Vakuf","0"
"3253","432103","METACOMM doo - Jajce","0"
"3254","432105","SILVER OST doo - Donji vakuf","0"
"3255","432107","AGRO VOCE doo - Donji Vakuf","0"
"3256","432109","AS SPED doo - Banja Luka","0"
"3258","432113","DRAMARING doo - Tuzla","21"
"3494","432116","RUDNIK UGLJA GRACANICA - Gornji Vakuf Uskoplje","0"
"3259","432118","EKOR KOMERC doo - Zenica","0"
"3744","432123","PANAIR SYSTEM doo - SoCkovac","0"
"3261","432128","KLAS dd - Sarajevo","0"
"3262","432129","OBLO COMMERCE doo - Konjic","0"
"3263","432131","KONZUM doo - Sarajevo","0"
"3264","432132","EUROGUMA doo - Sarajevo","15"
"3265","432134","RPC SUPERFOS BALKAN  doo - GraCanica","0"
"3266","432138","AFIP - Sarajevo","0"
"3267","432140","STUDIO VAG - Donji Vakuf","0"
"3268","432141","ECONOMIC doo - Vitez","0"
"3269","432144","Poljoprivredna apoteka IVCO - G. Vakuf Uskoplje","0"
"3270","432148","EURO HLADENJE doo - Mostar","0"
"3271","432152","HRT KISELJAK doo - Kiseljak","7"
"3272","432153","FITOFARM doo - LaktaSi","0"
"3590","432157","KARALIC doo - Gornji Vakuf Uskoplje","0"
"3273","432164","DADIC PROMET doo - Bugojno","7"
"3274","432166","ZAVOD ZA JAVNO ZDRAVSTVO FBiH","0"
"3418","432167","RAPIC doo - GradiSka","0"
"3275","432171","GEN doo - Sarajevo","7"
"3276","432172","ECOTIME doo - Sarajevo","0"
"3588","432177","SOFA MM doo - Vitez","0"
"3277","432178","INOSPED doo - TeSanj","15"
"3636","432179","RECCA doo - Sarajevo","15"
"3278","432180","VELEPRODAJA CITRON - Vitez","0"
"3279","432181","GS 1 BOSNA I HERCEGOVINA","0"
"3280","432184","PROMING doo - Bugojno","0"
"3426","432185","ZESPED doo - Zenica","0"
"3281","432189","PANEX doo - Petrovo","0"
"3282","432193","REMIS doo PJ Gornji Vakuf - Visoko","0"
"3549","432196","DELHAIZE BH doo - Banja Luka","0"
"3575","432200","INTEREX C.D.E.B. - Sarajevo","0"
"3283","432202","MULTITEH INZENJERING doo - Zenica","0"
"3476","432204","AGRAM dd - Bugojno","0"
"3284","432205","AUTO COMMERCE doo - G. Vakuf Uskoplje","0"
"3285","432206","GADZO COMERC doo - Sarajevo","0"
"3286","432208","VITALES doo - Novi Travnik","0"
"3413","432212","AGROCENTAR MBI doo - Jelah-TeSanj","0"
"3946","432214","Granem doo Sarajevo","30"
"3289","432218","HIBSA doo - Sarajevo","0"
"3290","432219","ECP doo - Sarajevo","0"
"3291","432227","UNIVERZAL BRAJIC doo - Turbe Travnik","0"
"3292","432231","DELBOY doo - Zenica","0"
"3293","432233","FERSPED CORPORATION doo - Bijeljina","15"
"3294","432236","MARKOVIC EXPORT IMPORT doo - Kiseljak","0"
"3295","432238","BP MEGA doo - Bugojno","0"
"3296","432240","VETERINARSKI CENTAR BARNJAK doo - G. Vakuf Uskoplje","15"
"3297","432243","ZeniCka Industrija Mlijeka dd - Zenica","0"
"3298","432246","CROATIA VITEZ doo - Vitez","0"
"3299","432248","WURTH BiH doo - Sarajevo","0"
"3300","432250","ASD-RM Auto servis - Prozor Rama","0"
"3401","432251","ZULEX doo - Sarajevo","0"
"3301","432252","INTERSPED dd - Sarajevo","0"
"3302","432253","OVNAK doo - Vitez","0"
"3303","432255","VLASIC MG doo - Travnik","7"
"3304","432256","BB GARD SECURITY AGENCIJA - Bugojno","0"
"3305","432257","HADZIJA doo - G. Vakuf Uskoplje","10"
"3306","432258","VOKEL doo - PosuSje","0"
"3307","432261","AGRO STAR doo - Bijeljina","0"
"3308","432262","HIB doo - Sarajevo","0"
"3309","432263","JU VETERINARSKI ZAVOD - BihaC","7"
"3310","432264","KAMITRG doo - Srebrenik","0"
"3423","432265","GRANUM doo - Capljina","0"
"3311","432268","AMA ADRIATIC doo - Sarajevo","30"
"3312","432269","BRCKO GAS OSIGURANJE - BrCko","15"
"3473","432272","NOTAR Ivan SariC - Gornji Vakuf - Uskoplje","0"
"3313","432273","TIOIL doo - Vitez","7"
"3314","432274","OSING doo - Jablanica","0"
"3315","432275","BEST doo - Travnik","30"
"3644","432276","DVOKUT PRO doo - Sarajevo","0"
"3449","432278","DC DOLCHE doo - Sarajevo","30"
"3316","432279","TURBO PROM doo - Novi Travnik","0"
"3318","432282","ARCHITEKTENGRUPPE S71 doo - Sarajevo","0"
"3319","432283","ITC - Zenica","0"
"3677","432285","NOBEL CORPORATION doo - Mostar","0"
"3320","432286","NUIC doo - LjubuSki","0"
"3321","432287","JU BOLNICA - Travnik","7"
"3357","432288","BALIC doo - Capljina","14"
"3322","432290","VEPLAST doo - Sarajevo","15"
"3323","432291","KTM BRINA doo - PosuSje","7"
"3324","432292","TIPPAS MLJEKARA doo - PosuSje","15"
"3325","432293","TIRON doo - Kakanj","0"
"3407","432294","ZemljoradniCka zadruga VISOKO - Visoko","0"
"3382","432295","ALF-OM doo - Banja Luka","0"
"3381","432296","TUD HEKO doo - Bugojno","7"
"3389","432297","TELOPTIC doo - Sarajevo","0"
"3391","432298","AGRAM dd - Bugojno","0"
"3392","432299","ZZ LIVADA P.O. MehuriCi - Travnik","0"
"3403","432300","ZICA dd - Sarajevo","0"
"3405","432301","CICAK doo - MeDugorje","0"
"3417","432302","AGROPEST doo - GraCanica","21"
"3422","432303","BIOS EXPORT IMPORT - Visoko","0"
"3421","432304","AGROMARKET doo - Banja Luka","0"
"3431","432305","D&S doo - Tuzla","0"
"3432","432306","H-COM doo pod. Gornji Vakuf - Uskoplje","0"
"3433","432307","INTERSPED - Zvornik","0"
"3445","432308","BOGNER EDELSTAHL doo - Vitez","0"
"3446","432309","KOVACEVIC AUTO doo - Tomislavgrad","0"
"3468","432310","CONSA doo - Sarajevo","30"
"3469","432311","SPG FLUIDNA TEHNIKA doo - Banja Luka","5"
"3474","432312","EUROPAK doo - Bugojno","0"
"3478","432313","RADIO-TELEVIZIJA doo - Konjic","8"
"3483","432314","MEGA-MARKT doo - Mostar","0"
"3486","432315","M-Tel - Telekomunikacije RS - Banja Luka","20"
"3489","432316","NIKOLIC PROMET doo - Gornji Vakuf Uskoplje","0"
"3498","432317","Elektrokovina Mostar doo - Mostar","0"
"3500","432318","DDI d.o.o BusovaCa","7"
"3502","432319","BajriC d.o.o P.J.10  Cash&Carry","7"
"3503","432320","HRT Kiseljak doo","7"
"3519","432321","SOFA MM doo - Vitez","0"
"3533","432322","Unija-inn doo - Travnik","0"
"3535","432323","MP AUTO doo - -BrCko","0"
"3542","432324","JU KANTONALNA BOLNICA - Zenica","0"
"3544","432325","SKAFA doo - Sarajevo","30"
"3553","432326","BH MOTORS doo - Srebrenik","0"
"3554","432327","HAGLEITNER HYGIENE doo - Derventa","30"
"3562","432328","KOVAN zr - GraCanica","0"
"3569","432329","STR PODGRADE - Gornji Vakuf - Uskoplje","0"
"3574","432330","VUJEVIC COMPANY doo - Vitez","0"
"3577","432331","ObrtniCka djelatnost MEJA - Bugojno","8"
"3579","432332","STRAMEX DOPET doo - Petrovo","15"
"3581","432333","LUKAS TP NAKIC doo - Siroki Brijeg","0"
"3589","432334","ECOS doo - Vitez","0"
"3591","432335","PLASTIKA BOZIC doo - SoCkovac, Petrovo","0"
"3592","432336","PZ LASTAVICA p.o. - Zenica","0"
"3593","432337","ZZ ADRIA - Travnik","0"
"3594","432338","STR SUDOM - Vitez","0"
"3597","432340","Muharem PoliC - Gornji Vakuf Uskoplje","0"
"3611","432341","ASSA PSS doo PJ - Donji Vakuf","0"
"3612","432342","ESSO PETROL doo - Gornji Vakuf Uskoplje","0"
"3613","432343","WMS-HIDRO doo - Bugojno","10"
"3638","432344","GSL AUTO CENTAR doo - Gornji Vakuf Uskoplje","0"
"3642","432345","RTM-TV1 doo - Mostar","0"
"3667","432346","EZEM PO - Donji Vakuf","0"
"3672","432347","GOLD MIGNON doo - Sarajevo","0"
"3678","432348","VIDEOPRINT doo - Zvornik","100"
"3682","432349","PROBIOTIK doo - Banja Luka","0"
"3684","432350","PZ EKO-BEHAR P.O. - Sarajevo","0"
